left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: Tissot T-Race Chronograph Cycling Chronograph 
description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans! This sporty watch features many details inspired by racing bikes with a fitting aerodynamic and ergonomic design. The large hands make time precise and easy to read. It has a sporty dial with three counters on a black tar effect background, illustrating the roads. Details of the bicycles, such as the fork in the frame, are reflected in the bracelet and lugs, while the outside of the dial and the tachymeter bezel represent the wheel, that is set on a carbon ring. Features go all the way to brake levers integrated in the pushers and the cassette on the case back and on the crown. The back of the bracelet reminds us of the chain.It’s time to grab your bike, your watch and be on your way!SPECIFICATIONSBrand:TissotSKU:T111.417.37.441.04Size:44.5mmCase:Stainless SteelColour:Black, Orange, GreyDial Colour:Black, GreyHands Colour:Black, OrangeStrap Width:18mmStrap Material:Silicon
price: 6.75E2 
priceCurrency: CAD","title: Tissot T111.417.37.441.04 T-Race Cycling Chronograph Black PVD 44mm 
description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans ! This sporty watch features many details inspired by racing bikes and there are several choices of colours. The pushers look and operate like brake levers. The colour stripes on the straps and the lugs depict the fork of the bike with the wheel running through in black. Water resistance up to a pressure of 10 bar (100 m / 330 ft) Case Material 316L stainless steel case with grey and black PVD coating with carbon composite Length 44.5 Width 44.5 Thickness 11.4 Case options Aluminium bezel, Engraved case back Crystal Scratch-resistant sapphire crystal Dial color bronze Movement Swiss quartz Model ETA G10.212 Caliber 13 1/4''' Caliber Diameter (mm): 29,8 Jewels 4 Battery battery type Renata 394 Dial HMsSD Functions 30-minutes and 1/10 of a second counters, central 60-seconds chronograph hand, ADD and SPLIT functions Strap details Silicone Strap color Black, Orange, grey 
price: 11820000 
priceCurrency: VND",True,"title: Tissot T-Race Chronograph Cycling Chronograph 
description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans! This sporty watch features many details inspired by racing bikes with a fitting aerodynamic and ergonomic design. The large hands make time precise and easy to read. It has a sporty dial with three counters on a black tar effect background, illustrating the roads. Details of the bicycles, such as the fork in the frame, are reflected in the bracelet and lugs, while the outside of the dial and the tachymeter bezel represent the wheel, that is set on a carbon ring. Features go all the way to brake levers integrated in the pushers and the cassette on the case back and on the crown. The back of the bracelet reminds us of the chain.It’s time to grab your bike, your watch and be on your way!SPECIFICATIONSBrand:TissotSKU:T111.417.37.441.04Size:44.5mmCase:Stainless SteelColour:Black, Orange, GreyDial Colour:Black, GreyHands Colour:Black, OrangeStrap Width:18mmStrap Material:Silicon
price: 6.75E2 
priceCurrency: CAD

###

title: Tissot T111.417.37.441.04 T-Race Cycling Chronograph Black PVD 44mm 
description: The Tissot T-Race Cycling celebrates our passion for cycling and is a must-have for all cycling fans ! This sporty watch features many details inspired by racing bikes and there are several choices of colours. The pushers look and operate like brake levers. The colour stripes on the straps and the lugs depict the fork of the bike with the wheel running through in black. Water resistance up to a pressure of 10 bar (100 m / 330 ft) Case Material 316L stainless steel case with grey and black PVD coating with carbon composite Length 44.5 Width 44.5 Thickness 11.4 Case options Aluminium bezel, Engraved case back Crystal Scratch-resistant sapphire crystal Dial color bronze Movement Swiss quartz Model ETA G10.212 Caliber 13 1/4''' Caliber Diameter (mm): 29,8 Jewels 4 Battery battery type Renata 394 Dial HMsSD Functions 30-minutes and 1/10 of a second counters, central 60-seconds chronograph hand, ADD and SPLIT functions Strap details Silicone Strap color Black, Orange, grey 
price: 11820000 
priceCurrency: VND

###

Same product?", yes,False,True,True
"title: Kingston 128GB MicroSDXC UHS-I Canvas Select Plus Memory Card with SD Card, Class 10 
price: 24.95 
priceCurrency: USD","title: Kingston 64GB microSDXC Canvas Select 80MB/s C10 UHS-I 
price: 40 
priceCurrency: PLN",False,"title: Kingston 128GB MicroSDXC UHS-I Canvas Select Plus Memory Card with SD Card, Class 10 
price: 24.95 
priceCurrency: USD

###

title: Kingston 64GB microSDXC Canvas Select 80MB/s C10 UHS-I 
price: 40 
priceCurrency: PLN

###

Same product?", no,False,False,False
"brand: Ice-Watch 
title: Ice-Watch016229 ICE Classic Uhr 
description: Gents fashion watch Size Large 
price: 69.95 
priceCurrency: EUR","brand: Ice-Watch 
title: Ice-Watch015929 015769 ICE Steel 
description: Zwart siliconenrubber band 
price: 20.00 
priceCurrency: EUR",False,"brand: Ice-Watch 
title: Ice-Watch016229 ICE Classic Uhr 
description: Gents fashion watch Size Large 
price: 69.95 
priceCurrency: EUR

###

brand: Ice-Watch 
title: Ice-Watch015929 015769 ICE Steel 
description: Zwart siliconenrubber band 
price: 20.00 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Samsung RS68N8220S9 American Style Fridge Freezer - Silver 
description: CALL 02838 398800 OR EMAILFOR AVAILABILITY.DELIVERY ONLY AVAILABLE TO NORTHERN IRELAND. Sold as an agent of Euronics Ltd In Stock with Euronics. 
price: 1599 
priceCurrency: GBP","title: Samsung RS68N8941SL American Style Family Hub RS8000 Fridge Freezer With Ice & Water - STAINLESS STEEL 
description: If you thought that this American Style Family Hub fridge freezer from Samsung was JUST a fridge freezer, then you would be very wrong! This is cutting edge technology. It is a Lifestyle fridge freezer! You are getting a 21.5 inch HD Multimedia Touch Screen system with entertainment, family connection and food management. You will have recipes, a snapshot of what's in your fridge, music, TV mirroring, family planner and memo board all at your fingertips. This fridge freezer offers you a very impressive 593 litres of space which benefits from Twin Cooling to maintain optimum temperatures for food storage. A really sleek ice and water dispenser adds a touch of well deserved luxury to this fabulous fridge freezer. What Samsung are giving you here is an appliance of the future, the technological hub of your kitchen where the lifestyle needs of your family and your food storage needs are all catered for by one appliance. Genius 
price: 1999.00 
priceCurrency: GBP",False,"title: Samsung RS68N8220S9 American Style Fridge Freezer - Silver 
description: CALL 02838 398800 OR EMAILFOR AVAILABILITY.DELIVERY ONLY AVAILABLE TO NORTHERN IRELAND. Sold as an agent of Euronics Ltd In Stock with Euronics. 
price: 1599 
priceCurrency: GBP

###

title: Samsung RS68N8941SL American Style Family Hub RS8000 Fridge Freezer With Ice & Water - STAINLESS STEEL 
description: If you thought that this American Style Family Hub fridge freezer from Samsung was JUST a fridge freezer, then you would be very wrong! This is cutting edge technology. It is a Lifestyle fridge freezer! You are getting a 21.5 inch HD Multimedia Touch Screen system with entertainment, family connection and food management. You will have recipes, a snapshot of what's in your fridge, music, TV mirroring, family planner and memo board all at your fingertips. This fridge freezer offers you a very impressive 593 litres of space which benefits from Twin Cooling to maintain optimum temperatures for food storage. A really sleek ice and water dispenser adds a touch of well deserved luxury to this fabulous fridge freezer. What Samsung are giving you here is an appliance of the future, the technological hub of your kitchen where the lifestyle needs of your family and your food storage needs are all catered for by one appliance. Genius 
price: 1999.00 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Sapca 9Forty The League Washington Wizards Albastru 
description: Compozitie: 100% Poliester 
price: 107.0 
priceCurrency: RON","title: Patriot Signature Line 8GB DDR3 1600MHz Desktop Single Rank 
description: Patriot Memory's Signature Line DDR3 Non ECC Unbuffered memory delivers the quality,reliability and performance expected for today's computer needs.This 8GB modules is designed to run at PC3 12800 (1600MHz) at CAS 11 latency timings. Built using specific build of materials (BOMs) we ensure that every module meets and exceeds industry standards: offering you a hassle free upgrade.We certify every component that goes into our modules,including the modules themselves,which must pass strict standards to ensure compatibility,quality and reliability. With free customer service and a lifetime warranty,Patriot Memory's Signature memory modules are a perfect system upgrade option. Product Highlights1600MHz DDR3 DRAMDual Ranked CAS Latency: CL11 UDIMM 240 pin Form Factor Voltage: 1.5V Limited Lifetime Warranty 
price: 869.00 
priceCurrency: ZAR",False,"title: Sapca 9Forty The League Washington Wizards Albastru 
description: Compozitie: 100% Poliester 
price: 107.0 
priceCurrency: RON

###

title: Patriot Signature Line 8GB DDR3 1600MHz Desktop Single Rank 
description: Patriot Memory's Signature Line DDR3 Non ECC Unbuffered memory delivers the quality,reliability and performance expected for today's computer needs.This 8GB modules is designed to run at PC3 12800 (1600MHz) at CAS 11 latency timings. Built using specific build of materials (BOMs) we ensure that every module meets and exceeds industry standards: offering you a hassle free upgrade.We certify every component that goes into our modules,including the modules themselves,which must pass strict standards to ensure compatibility,quality and reliability. With free customer service and a lifetime warranty,Patriot Memory's Signature memory modules are a perfect system upgrade option. Product Highlights1600MHz DDR3 DRAMDual Ranked CAS Latency: CL11 UDIMM 240 pin Form Factor Voltage: 1.5V Limited Lifetime Warranty 
price: 869.00 
priceCurrency: ZAR

###

Same product?", no,False,False,False
"title: Canon EF 24-105mm f4 L IS II USM 
price: 1029.00","brand: Canon 
title: EF 24-105mm f/4L IS II USM 
description: Opening up new viewpoints with unrivalled image quality",True,"title: Canon EF 24-105mm f4 L IS II USM 
price: 1029.00

###

brand: Canon 
title: EF 24-105mm f/4L IS II USM 
description: Opening up new viewpoints with unrivalled image quality

###

Same product?", yes,True,True,False
"title: Brother TN-3290 Black Toner Cartridge | ITF Supplies 
description: Buy Brother TN-3290 Black Toner Cartridge. OEM Code: TN-3290. Free Shipping Over $75! 
price: 259.46 
priceCurrency: AUD","brand: BROTHER 
title: TONER BROTHER ORIGINALE NERO TN-2110 
description: PER HL-2140 / HL-2150N HL-2170W / DCP-7030 / DCP-7040 DCP-7045N MFC-7320 MFC-7440N MFC-7840W - 1.5K (1.500PG) 1PZ 
price: 39.344262 
priceCurrency: EUR",False,"title: Brother TN-3290 Black Toner Cartridge | ITF Supplies 
description: Buy Brother TN-3290 Black Toner Cartridge. OEM Code: TN-3290. Free Shipping Over $75! 
price: 259.46 
priceCurrency: AUD

###

brand: BROTHER 
title: TONER BROTHER ORIGINALE NERO TN-2110 
description: PER HL-2140 / HL-2150N HL-2170W / DCP-7030 / DCP-7040 DCP-7045N MFC-7320 MFC-7440N MFC-7840W - 1.5K (1.500PG) 1PZ 
price: 39.344262 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Samsung T7 Touch Portable SSD Drive [1TB](Black) 
description: Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body 
price: 319 
priceCurrency: AUD","title: WD MY PASSPORT- 1TB BLACK WORLDWIDE 
description: External Hard Disk . 
price: 770000 
priceCurrency: LBP",False,"title: Samsung T7 Touch Portable SSD Drive [1TB](Black) 
description: Advanced PerformanceUp to 1050MB/s read speed, 1000MB/s Write speed supporting USB3.1 Gen2 (10Gbps)Emotional DesignEmotional LED to show product's status intuitively and a slim and light weighted metal bodySecurityOptional data protection with software, password and fingerprint recognition. AES 256-bit hardware encryptionKey FeaturesUp to 1,000 MB/s Transfer SpeedFingerprint Unlock & encryption software (Optional)Multi-Device compatabilityFull metal body 
price: 319 
priceCurrency: AUD

###

title: WD MY PASSPORT- 1TB BLACK WORLDWIDE 
description: External Hard Disk . 
price: 770000 
priceCurrency: LBP

###

Same product?", no,False,False,False
"title: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002 
description: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002 for sale from China with good prices.","title: AAA Replica Audemars Piguet Royal Oak Offshore Diver Blue Watch 15710ST.OO.A027CA.01 
description: AAA Replica Audemars Piguet Royal Oak Offshore Diver Blue Watch 15710ST.OO.A027CA.01 for sale from China with good prices.",False,"title: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002 
description: AAA Replica Omega Seamaster 300 Master Co-Axial 41mm Mens Watch 233.32.41.21.01.002 for sale from China with good prices.

###

title: AAA Replica Audemars Piguet Royal Oak Offshore Diver Blue Watch 15710ST.OO.A027CA.01 
description: AAA Replica Audemars Piguet Royal Oak Offshore Diver Blue Watch 15710ST.OO.A027CA.01 for sale from China with good prices.

###

Same product?", no,False,False,False
"title: Epson Premium Glossy Photo A4 Paper (Pack of 20) C13S041287 
description: Epson A4 Photo Paper 255Gsm Premium Glossy White 20 Sheets 
price: 21.42","title: Blaze 34-Inch Grill Cart For: 3 Burner Professional Blaze Grill 
description: Stainless steel construction is durable in outdoor conditionsTwo drawers add practical storage for your BBQ accessories2 folding side shelves provide a convenient work area while grilling4 heavy duty casters allow you to reposition the grill as neededåÊDescriptionThis Blaze stainless steel grill cart is specifically designed to house the Blaze Professional 3 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook. The Blaze grill cart also features one front door with a rounded handle to access the cabinet below the grill where you can store your propane tank. It also features two drawers with rounded handles to store your grill cover and BBQ accessories. The cart is warranted for lifetime to the original owner against defects in manufacturing and workmanship. This warranty extends to the original purchaser against manufacture defects for products purchased for ordinary single-family home use.åÊAd
price: 1.09999E3 
priceCurrency: USD",False,"title: Epson Premium Glossy Photo A4 Paper (Pack of 20) C13S041287 
description: Epson A4 Photo Paper 255Gsm Premium Glossy White 20 Sheets 
price: 21.42

###

title: Blaze 34-Inch Grill Cart For: 3 Burner Professional Blaze Grill 
description: Stainless steel construction is durable in outdoor conditionsTwo drawers add practical storage for your BBQ accessories2 folding side shelves provide a convenient work area while grilling4 heavy duty casters allow you to reposition the grill as neededåÊDescriptionThis Blaze stainless steel grill cart is specifically designed to house the Blaze Professional 3 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook. The Blaze grill cart also features one front door with a rounded handle to access the cabinet below the grill where you can store your propane tank. It also features two drawers with rounded handles to store your grill cover and BBQ accessories. The cart is warranted for lifetime to the original owner against defects in manufacturing and workmanship. This warranty extends to the original purchaser against manufacture defects for products purchased for ordinary single-family home use.åÊAd
price: 1.09999E3 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: ACCESS POINT TP-LINK WIRELESS N 300MBPS EAP115 
price: 287.94 
priceCurrency: BRL","brand: Hikvision 
title: Hikvision DS-7208HQHI-K2/P 8 Channel TVI POC DVR & NVR Tribrid CCTV Recorder with Network and Mobile phone remote viewing",False,"title: ACCESS POINT TP-LINK WIRELESS N 300MBPS EAP115 
price: 287.94 
priceCurrency: BRL

###

brand: Hikvision 
title: Hikvision DS-7208HQHI-K2/P 8 Channel TVI POC DVR & NVR Tribrid CCTV Recorder with Network and Mobile phone remote viewing

###

Same product?", no,False,False,False
